net,length_um
_01125_,12.42
rf.RAM\[30\]\[20\],12.36
rf.RAM\[9\]\[18\],12.32
_02926_,12.28
_03710_,12.28
_02971_,12.26
_03427_,12.26
_04050_,12.24
_04176_,12.24
_03012_,12.2
_02884_,12.18
_03313_,12.18
_00984_,12.165
_02810_,12.16
rf.RAM\[9\]\[0\],12.16
_01378_,12.12
_01730_,12.12
_04765_,12.12
_04353_,12.08
_02898_,12.04
_03129_,12.04
_03558_,12.04
_04209_,12.04
_04265_,12.04
_01331_,12.02
rf.RAM\[5\]\[14\],11.98
_03358_,11.96
_04212_,11.94
_01196_,11.92
_01272_,11.92
rf.RAM\[1\]\[17\],11.92
_01546_,11.9
rf.RAM\[6\]\[9\],11.9
_04764_,11.88
_04599_,11.84
_03540_,11.82
_04770_,11.82
_01775_,11.8
_03943_,11.8
_03679_,11.78
_04309_,11.78
_04563_,11.74
_02981_,11.7
_03038_,11.7
_03083_,11.7
_03196_,11.7
_03517_,11.7
_03574_,11.7
_03586_,11.7
_03610_,11.7
_03859_,11.7
_04023_,11.7
_04686_,11.7
_04698_,11.7
_02830_,11.68
_03698_,11.68
_04032_,11.66
rf.RAM\[9\]\[5\],11.66
_03285_,11.62
rf.RAM\[17\]\[20\],11.62
_00991_,11.605
_02991_,11.6
_03447_,11.6
_01767_,11.58
_03063_,11.58
_03369_,11.58
_04091_,11.58
_00023_,11.525
_04234_,11.5
_03109_,11.48
_01333_,11.46
_04275_,11.46
_04744_,11.46
_01676_,11.42
_03338_,11.4
_02852_,11.38
_04567_,11.38
_04545_,11.36
_01414_,11.35
_00321_,11.325
_03104_,11.32
_04539_,11.32
_01470_,11.3
_02343_,11.28
_02853_,11.28
_03721_,11.28
_01679_,11.24
_01738_,11.24
_02946_,11.24
_03000_,11.24
_03321_,11.24
_03511_,11.24
_04020_,11.24
_04154_,11.24
_04169_,11.24
_04280_,11.22
_02896_,11.2
_02921_,11.2
_03747_,11.2
_03159_,11.16
_04850_,11.16
rf.RAM\[7\]\[21\],11.16
_03238_,11.14
_03641_,11.14
_04302_,11.14
_03051_,11.12
_03169_,11.12
_03530_,11.12
_04506_,11.12
_04603_,11.1
_04374_,11.08
_01474_,11.04
_03599_,11.04
_04619_,11.02
_03550_,11
_04436_,11
_01336_,10.98
rf.RAM\[26\]\[10\],10.98
_00097_,10.965
_01266_,10.94
_01134_,10.92
_02992_,10.92
_01764_,10.9
_02818_,10.9
_03054_,10.9
_03672_,10.9
_02193_,10.86
_04046_,10.86
_04067_,10.86
_04346_,10.86
_04463_,10.86
_01265_,10.84
_04710_,10.84
_04149_,10.82
_04345_,10.8
_04597_,10.8
_03328_,10.78
_03384_,10.78
_03486_,10.78
_03489_,10.78
_03503_,10.78
_04378_,10.78
_04696_,10.78
_04739_,10.78
_04355_,10.74
_02185_,10.72
_03106_,10.7
_01771_,10.66
_02400_,10.66
_02839_,10.66
_04098_,10.66
_04675_,10.66
opcode[0],10.66
_01761_,10.64
_03300_,10.46
_03554_,10.46
_03343_,10.44
_01664_,10.42
_03074_,10.42
_03497_,10.4
_04618_,10.4
_04498_,10.38
_00025_,10.365
_03711_,10.36
_04247_,10.36
_04427_,10.36
_03146_,10.34
_03206_,10.34
_01109_,10.32
_01285_,10.32
_03246_,10.32
_03299_,10.32
_03545_,10.32
_03630_,10.32
_04130_,10.26
_00459_,10.245
_03114_,10.24
_03887_,10.22
_02960_,10.2
_03161_,10.2
opcode[1],10.2
_02327_,10.1
_04379_,10.1
_04985_,10.1
_01576_,10.04
_00061_,10.035
_00304_,10.005
_03105_,10
_02769_,9.98
_01665_,9.94
_03407_,9.94
_03588_,9.94
_04470_,9.94
_00048_,9.905
_01201_,9.9
_04166_,9.9
_01884_,9.88
_01992_,9.88
_02021_,9.88
_03081_,9.88
_03331_,9.86
_04184_,9.86
_04852_,9.86
_04592_,9.82
_04738_,9.82
rf.RAM\[8\]\[22\],9.82
_01244_,9.78
_02085_,9.78
_02779_,9.78
_03995_,9.78
_04645_,9.78
_02166_,9.76
_02652_,9.76
_03230_,9.76
_03404_,9.76
clknet_leaf_104_clock,9.7
rf.RAM\[4\]\[6\],9.68
_00504_,9.665
_03424_,9.66
_03176_,9.64
_04690_,9.64
_04950_,9.64
_04501_,9.6
_00871_,9.585
_03086_,9.58
_04772_,9.54
_01116_,9.52
_01933_,9.52
_03244_,9.52
_03585_,9.52
_04017_,9.52
_04509_,9.52
_04701_,9.52
_04729_,9.52
_02531_,9.48
_04326_,9.48
_04090_,9.46
_01434_,9.45
_00100_,9.445
_00417_,9.445
_00538_,9.445
_01102_,9.44
_03207_,9.44
_03287_,9.44
_04538_,9.44
_01473_,9.42
_01972_,9.42
_02137_,9.42
_02163_,9.42
_02466_,9.42
_02517_,9.42
_02663_,9.42
_03935_,9.42
_04656_,9.42
_05025_,9.42
_05097_,9.42
_01792_,9.4
_01813_,9.4
_01828_,9.4
_03186_,9.4
_03448_,9.4
_01292_,9.36
_02174_,9.36
_02288_,9.36
_03625_,9.36
_02107_,9.34
_01003_,9.325
_01052_,9.325
_01112_,9.32
_03432_,9.32
_01456_,9.3
_02997_,9.3
_04469_,9.3
wenable,9.28
_01672_,9.26
_00636_,9.205
_02337_,9.2
_04646_,9.195
_01702_,9.16
_01145_,9.1
_01090_,9.095
_00546_,9.085
_01459_,9.08
_04078_,9.08
_04433_,9.08
_02742_,9.06
_02947_,9.06
_03609_,9.06
_03660_,9.06
_01648_,9.04
_02815_,9.04
rf.RAM\[6\]\[24\],9.04
_01749_,9.02
_01845_,9.02
_03028_,8.98
_04458_,8.98
_03268_,8.94
_04211_,8.94
_04335_,8.94
_04500_,8.94
_04614_,8.94
_05034_,8.94
_00330_,8.935
_01430_,8.9
_01955_,8.9
_03067_,8.9
_03438_,8.9
_04754_,8.9
_05029_,8.86
_01528_,8.84
_00363_,8.8
_00463_,8.765
_00614_,8.765
_04389_,8.76
_03639_,8.74
_04327_,8.74
_00390_,8.685
_03849_,8.65
_02820_,8.62
_02887_,8.62
_04042_,8.62
_04106_,8.62
_03423_,8.6
_03966_,8.6
_01403_,8.56
_02202_,8.56
_02304_,8.56
_00457_,8.535
_00254_,8.525
_00848_,8.525
_02469_,8.52
_03315_,8.52
_03421_,8.52
_02867_,8.5
_02250_,8.48
_03368_,8.48
_03611_,8.48
_04518_,8.48
_04716_,8.48
_01130_,8.46
_01937_,8.44
_00464_,8.425
_02054_,8.42
_04758_,8.4
_04848_,8.36
_05033_,8.36
_01572_,8.34
_01892_,8.34
_02678_,8.34
_04841_,8.32
_00543_,8.305
_00239_,8.285
_02846_,8.24
_00129_,8.205
_00536_,8.205
_02860_,8.14
_03262_,8.14
_04236_,8.14
_04338_,8.14
_01114_,8.12
_01079_,8.105
_01255_,8.1
_01988_,8.1
_04674_,8.1
_03644_,8.08
_02049_,8.06
_02240_,8.06
_02909_,8.06
_03027_,8.06
_04150_,8.06
_04354_,8.06
_04403_,8.06
_04448_,8.06
_00090_,8.045
_01494_,8.02
_02030_,8.02
_04066_,8.02
_04886_,8.02
_02780_,8
_02146_,7.98
_02545_,7.98
_03084_,7.98
_03192_,7.98
_03395_,7.98
_04464_,7.98
rf.RAM\[28\]\[20\],7.98
_00150_,7.945
_02398_,7.94
_03271_,7.94
_04708_,7.94
_00364_,7.92
_00367_,7.92
_02942_,7.92
_01308_,7.9
_02198_,7.9
_03101_,7.9
_03270_,7.9
_00322_,7.88
_01000_,7.86
_01154_,7.86
_03673_,7.84
_01097_,7.82
_02945_,7.82
_03227_,7.82
_03681_,7.82
_04759_,7.82
_04459_,7.78
_01301_,7.76
_04783_,7.76
_00334_,7.745
_00148_,7.725
_03047_,7.7
_03121_,7.7
_04425_,7.7
_04317_,7.68
_04780_,7.68
_02523_,7.66
_01421_,7.64
_02177_,7.64
_02508_,7.64
_02685_,7.64
_04468_,7.64
_04492_,7.64
_00668_,7.625
_00054_,7.605
_00425_,7.605
_01170_,7.6
_03088_,7.6
_03603_,7.6
_03239_,7.58
_04069_,7.58
_01604_,7.56
_02014_,7.56
_02022_,7.56
_02579_,7.56
_04251_,7.56
_04407_,7.56
_04437_,7.56
_04476_,7.56
_00851_,7.555
_01903_,7.52
_01974_,7.52
_02396_,7.52
_02516_,7.52
_02570_,7.52
_02604_,7.52
_02725_,7.52
_03305_,7.52
_00126_,7.505
_02583_,7.5
_04807_,7.5
_00082_,7.485
_02298_,7.48
_03900_,7.48
_00327_,7.46
_00385_,7.46
_02890_,7.46
_02656_,7.44
_03122_,7.44
_05003_,7.44
_05102_,7.44
_01485_,7.42
_01363_,7.4
_04424_,7.4
_00355_,7.385
_03087_,7.34
_03472_,7.3
_00033_,7.285
_00125_,7.285
_00144_,7.285
_00590_,7.285
_03295_,7.26
_03111_,7.24
_03479_,7.24
_03584_,7.24
_04111_,7.24
_04578_,7.24
_01384_,7.22
_02015_,7.22
_02467_,7.22
_02527_,7.22
_02672_,7.22
_03316_,7.22
_03414_,7.22
_03422_,7.22
_03461_,7.22
_04419_,7.22
_04920_,7.22
_03254_,7.2
_03674_,7.2
_04062_,7.2
_04677_,7.2
_03442_,7.19
_00303_,7.185
_01559_,7.18
_02268_,7.18
_02447_,7.18
_02752_,7.18
_03475_,7.18
_04874_,7.18
_00248_,7.165
_00495_,7.165
_00509_,7.165
_00998_,7.165
_01006_,7.165
_01023_,7.165
_01078_,7.165
_03322_,7.16
_00323_,7.145
_01427_,7.14
_01867_,7.14
_01968_,7.14
_02692_,7.14
_02908_,7.14
_02978_,7.14
_03349_,7.14
_04220_,7.14
_04457_,7.14
_04743_,7.14
_03984_,7.13
_01376_,7.12
_02256_,7.12
_03456_,7.12
_03696_,7.12
_00877_,7.105
_01302_,7.1
_01915_,7.1
_01948_,7.1
_02123_,7.1
_02402_,7.1
_02608_,7.1
_02655_,7.1
_02666_,7.1
_03152_,7.1
_03741_,7.1
_03909_,7.1
_04890_,7.1
_05021_,7.1
_05084_,7.1
_04224_,7.08
_01448_,7.06
_02051_,7.06
_02374_,7.06
_02473_,7.06
_03569_,7.06
_03936_,7.06
_03989_,7.06
_04007_,7.06
_04099_,7.06
_04769_,7.06
_05028_,7.06
_05117_,7.06
_00103_,7.045
_02635_,7.04
_03181_,7.04
_03399_,7.04
_03767_,7.04
_00083_,7.025
_04014_,7
_01791_,6.98
_02534_,6.98
_03377_,6.98
_05060_,6.98
_02510_,6.96
_04760_,6.94
_00190_,6.925
_02060_,6.92
_00258_,6.915
_04124_,6.91
_00247_,6.905
_00986_,6.905
_00226_,6.885
_01591_,6.86
_01606_,6.86
_00102_,6.855
_00039_,6.825
_00088_,6.825
_00124_,6.825
_00242_,6.825
_00269_,6.825
_00350_,6.825
_00366_,6.825
_00516_,6.825
_00520_,6.825
_00616_,6.825
_00625_,6.825
_00680_,6.825
_00721_,6.825
_00741_,6.825
_00813_,6.825
_00875_,6.825
_01050_,6.825
_00596_,6.795
_03444_,6.78
_04244_,6.78
inpmain[10],6.77
inpmain[14],6.77
inpmain[2],6.77
inpmain[6],6.77
_01105_,6.76
_01817_,6.76
_01911_,6.76
_02084_,6.76
_02099_,6.76
_02258_,6.76
_02323_,6.76
_02824_,6.76
_03666_,6.76
_03693_,6.76
_04097_,6.76
_04295_,6.76
_04441_,6.76
_04875_,6.76
_04892_,6.76
_04893_,6.76
_04924_,6.76
_05012_,6.76
_05032_,6.76
_05093_,6.76
_01499_,6.74
_04808_,6.74
_00376_,6.725
_01797_,6.72
_01959_,6.72
_02933_,6.72
_03057_,6.72
_03193_,6.72
_03216_,6.72
_03654_,6.72
_03972_,6.72
_04310_,6.72
_04324_,6.72
_04398_,6.72
_04434_,6.72
_04862_,6.72
_05073_,6.72
_00015_,6.705
_00019_,6.705
_00224_,6.705
_00237_,6.705
_00244_,6.705
_00332_,6.705
_00401_,6.705
_00507_,6.705
_00514_,6.705
_00535_,6.705
_00541_,6.705
_00622_,6.705
_00626_,6.705
_00854_,6.705
_00861_,6.705
_00339_,6.685
_00416_,6.685
_00500_,6.685
_00604_,6.685
_01788_,6.66
_03509_,6.66
_04709_,6.66
_01094_,6.64
_01397_,6.64
_01805_,6.64
_01913_,6.64
_01956_,6.64
_01985_,6.64
_02029_,6.64
_02125_,6.64
_02150_,6.64
_02170_,6.64
_02173_,6.64
_02308_,6.64
_02315_,6.64
_02601_,6.64
_02693_,6.64
_02938_,6.64
_03170_,6.64
_03213_,6.64
_03344_,6.64
_03548_,6.64
_04612_,6.64
_00392_,6.625
_03708_,6.62
_01417_,6.6
_01809_,6.6
_02032_,6.6
_02120_,6.6
_02334_,6.6
_02359_,6.6
_02427_,6.6
_02549_,6.6
_02679_,6.6
_03499_,6.6
_04076_,6.6
_04405_,6.6
_04882_,6.6
_05091_,6.6
_02341_,6.58
_02357_,6.58
_02513_,6.58
_04945_,6.58
_03242_,6.575
_00719_,6.565
_03402_,6.54
_03532_,6.54
_04281_,6.54
_04636_,6.54
_02186_,6.52
_04100_,6.52
_00343_,6.5
_01241_,6.5
_04806_,6.5
_00018_,6.48
_01608_,6.48
_00673_,6.445
_01368_,6.44
_04513_,6.44
_04736_,6.44
address2[2],6.43
inpmain[28],6.43
_00864_,6.42
_03065_,6.4
_03507_,6.4
_03964_,6.4
_01703_,6.37
_00003_,6.365
_00011_,6.365
_00021_,6.365
_00051_,6.365
_00057_,6.365
_00093_,6.365
_00101_,6.365
_00152_,6.365
_00160_,6.365
_00175_,6.365
_00196_,6.365
_00197_,6.365
_00221_,6.365
_00246_,6.365
_00259_,6.365
_00276_,6.365
_00403_,6.365
_00409_,6.365
_00423_,6.365
_00486_,6.365
_00502_,6.365
_00518_,6.365
_00533_,6.365
_00537_,6.365
_00539_,6.365
_00552_,6.365
_00576_,6.365
_00717_,6.365
_00727_,6.365
_00729_,6.365
_00733_,6.365
_00745_,6.365
_00746_,6.365
_00751_,6.365
_00857_,6.365
_00872_,6.365
_00892_,6.365
_00893_,6.365
_00895_,6.365
_00904_,6.365
_00922_,6.365
_00931_,6.365
_00978_,6.365
_01071_,6.365
_02756_,6.32
_02924_,6.32
_02989_,6.32
_04137_,6.32
_04268_,6.32
_04724_,6.32
address1[3],6.31
address3[1],6.31
inpmain[18],6.31
inpmain[22],6.31
inpmain[26],6.31
inpmain[30],6.31
_00540_,6.305
_01525_,6.3
_01890_,6.3
_01964_,6.3
_02018_,6.3
_02114_,6.3
_02244_,6.3
_02287_,6.3
_02311_,6.3
_02418_,6.3
_02606_,6.3
_02688_,6.3
_02973_,6.3
_03021_,6.3
_03761_,6.3
_03978_,6.3
_04182_,6.3
_04697_,6.3
_04838_,6.3
_04881_,6.3
_05057_,6.3
_05082_,6.3
_02071_,6.28
_03284_,6.28
_04461_,6.28
_05065_,6.28
_04012_,6.27
_01253_,6.26
_02068_,6.26
_02610_,6.26
_03030_,6.26
_03097_,6.26
_03553_,6.26
_03908_,6.26
_04763_,6.26
_04833_,6.26
_00081_,6.245
_00028_,6.225
_00255_,6.225
_00822_,6.225
_01093_,6.2
_03408_,6.2
_04125_,6.2
_00153_,6.185
_01439_,6.18
_01760_,6.18
_01836_,6.18
_01888_,6.18
_01977_,6.18
_01995_,6.18
_02025_,6.18
_02092_,6.18
_02103_,6.18
_02119_,6.18
_02284_,6.18
_02408_,6.18
_02455_,6.18
_02854_,6.18
_03234_,6.18
_03286_,6.18
_03752_,6.18
_03965_,6.18
_04165_,6.18
_04755_,6.18
_04811_,6.18
_04816_,6.18
_04832_,6.18
_04854_,6.18
_04895_,6.18
_00389_,6.165
_02977_,6.16
_01108_,6.14
_01458_,6.14
_01781_,6.14
_02040_,6.14
_02066_,6.14
_02292_,6.14
_02448_,6.14
_02557_,6.14
_02632_,6.14
_02902_,6.14
_03623_,6.14
_03715_,6.14
_03812_,6.14
_04059_,6.14
_04205_,6.14
_04342_,6.14
_04566_,6.14
_04846_,6.14
_04879_,6.14
_04966_,6.14
_05078_,6.14
_02055_,6.12
_02180_,6.12
_03743_,6.12
_03763_,6.12
inpmain[8],6.09
result[11],6.09
result[19],6.09
_04291_,6.08
_01158_,6.06
_01944_,6.06
_02264_,6.06
_04024_,6.06
_04968_,6.06
_00810_,6.04
_01490_,6.04
_00171_,6.005
_00642_,6.005
_03320_,5.98
_04627_,5.98
address1[1],5.97
address3[3],5.97
inpmain[0],5.97
inpmain[12],5.97
inpmain[16],5.97
inpmain[20],5.97
inpmain[4],5.97
_00288_,5.965
_00781_,5.965
_01004_,5.96
_03281_,5.96
_02627_,5.94
_02687_,5.94
_03324_,5.94
_04298_,5.94
_00461_,5.925
_00329_,5.895
_00554_,5.865
_02950_,5.86
_04055_,5.86
_01875_,5.84
_01896_,5.84
_01949_,5.84
_01976_,5.84
_02020_,5.84
_02024_,5.84
_02387_,5.84
_02404_,5.84
_02424_,5.84
_02544_,5.84
_02621_,5.84
_02680_,5.84
_02682_,5.84
_02691_,5.84
_02964_,5.84
_02987_,5.84
_03020_,5.84
_03334_,5.84
_03341_,5.84
_03409_,5.84
_03547_,5.84
_03751_,5.84
_04308_,5.84
_04737_,5.84
_04799_,5.84
_04860_,5.84
_04861_,5.84
_05014_,5.84
_05106_,5.84
_04757_,5.82
_04931_,5.82
_01623_,5.8
_01762_,5.8
_01785_,5.8
_01943_,5.8
_02097_,5.8
_02134_,5.8
_02326_,5.8
_02349_,5.8
_02373_,5.8
_02588_,5.8
_02937_,5.8
_03022_,5.8
_03375_,5.8
_03520_,5.8
_03555_,5.8
_03576_,5.8
_03602_,5.8
_03948_,5.8
_04095_,5.8
_04138_,5.8
_04290_,5.8
_04300_,5.8
_04420_,5.8
_04565_,5.8
_04858_,5.8
_05027_,5.8
_05059_,5.8
_00722_,5.785
_00198_,5.765
_00415_,5.765
_01016_,5.765
result[13],5.75
result[15],5.75
result[17],5.75
result[1],5.75
result[20],5.75
result[21],5.75
result[23],5.75
result[25],5.75
result[27],5.75
result[28],5.75
result[29],5.75
result[31],5.75
result[3],5.75
result[5],5.75
result[7],5.75
result[9],5.75
_01091_,5.74
_02595_,5.74
_02883_,5.74
_03064_,5.74
_03198_,5.74
_03381_,5.74
_03632_,5.74
_01402_,5.72
_01953_,5.72
_01986_,5.72
_02002_,5.72
_02038_,5.72
_02039_,5.72
_02105_,5.72
_02148_,5.72
_02160_,5.72
_02221_,5.72
_02262_,5.72
_02269_,5.72
_02301_,5.72
_02324_,5.72
_02365_,5.72
_02593_,5.72
_02629_,5.72
_02668_,5.72
_03345_,5.72
_03890_,5.72
_04189_,5.72
_04673_,5.7
_01136_,5.68
_01871_,5.68
_01945_,5.68
_01946_,5.68
_01979_,5.68
_02073_,5.68
_02161_,5.68
_02318_,5.68
_02407_,5.68
_02575_,5.68
_02585_,5.68
_02614_,5.68
_02667_,5.68
_03069_,5.68
_03332_,5.68
_04008_,5.68
_04163_,5.68
_04798_,5.68
_04825_,5.68
_04843_,5.68
_04976_,5.68
_04982_,5.68
_05043_,5.68
_01063_,5.675
_00815_,5.645
inpmain[24],5.63
_00957_,5.62
_04060_,5.62
_00394_,5.605
_01826_,5.6
_04177_,5.6
_04812_,5.6
_00738_,5.595
_00136_,5.58
_00583_,5.555
_00213_,5.545
_00311_,5.545
_01066_,5.545
_00534_,5.525
_01106_,5.52
_02827_,5.52
_03094_,5.52
_03115_,5.52
_03371_,5.48
_00038_,5.475
_00225_,5.475
_00439_,5.475
_00510_,5.475
_01074_,5.475
_00426_,5.465
_00437_,5.465
_02855_,5.46
_03451_,5.46
_00140_,5.435
_01059_,5.435
_00094_,5.425
_00567_,5.425
inpmain[11],5.41
inpmain[27],5.41
inpmain[3],5.41
inpmain[7],5.41
_00709_,5.405
_03571_,5.4
_03616_,5.4
_03924_,5.4
_04185_,5.4
_04408_,5.4
_01564_,5.395
_01103_,5.38
_01110_,5.38
_01337_,5.38
_01538_,5.38
_01822_,5.38
_01899_,5.38
_01917_,5.38
_01950_,5.38
_02012_,5.38
_02069_,5.38
_02142_,5.38
_02158_,5.38
_02335_,5.38
_02394_,5.38
_02503_,5.38
_02590_,5.38
_02599_,5.38
_02686_,5.38
_02746_,5.38
_02994_,5.38
_03119_,5.38
_03147_,5.38
_03357_,5.38
_03980_,5.38
_04039_,5.38
_04306_,5.38
_04796_,5.38
_05037_,5.38
_05094_,5.38
_01104_,5.36
_02502_,5.36
_02530_,5.36
_03150_,5.36
_04679_,5.36
_04823_,5.36
_04884_,5.36
_04158_,5.355
_01577_,5.34
_01815_,5.34
_01901_,5.34
_01954_,5.34
_02062_,5.34
_02086_,5.34
_02094_,5.34
_02147_,5.34
_02187_,5.34
_02358_,5.34
_02491_,5.34
_02533_,5.34
_02578_,5.34
_02648_,5.34
_03095_,5.34
_03210_,5.34
_03386_,5.34
_03431_,5.34
_03464_,5.34
_03604_,5.34
_03682_,5.34
_03742_,5.34
_03764_,5.34
_03906_,5.34
_04054_,5.34
_04107_,5.34
_04178_,5.34
_04242_,5.34
_04794_,5.34
_04821_,5.34
_04856_,5.34
_04857_,5.34
_04926_,5.34
_04965_,5.34
_05051_,5.34
_03411_,5.31
_00340_,5.305
_00936_,5.305
_01020_,5.305
_02296_,5.28
_02665_,5.28
_02916_,5.28
_03222_,5.28
_03498_,5.28
_04791_,5.28
_04834_,5.28
_00173_,5.265
_00812_,5.265
_01057_,5.265
_01098_,5.26
_01307_,5.26
_01942_,5.26
_02127_,5.26
_02155_,5.26
_02178_,5.26
_02183_,5.26
_02363_,5.26
_02597_,5.26
_02811_,5.26
_03367_,5.26
_03484_,5.26
_03704_,5.26
_04156_,5.26
_04422_,5.26
_04504_,5.26
_04626_,5.26
_04809_,5.26
_05099_,5.26
_00384_,5.245
_01466_,5.22
_01811_,5.22
_01931_,5.22
_01970_,5.22
_01978_,5.22
_01981_,5.22
_02000_,5.22
_02037_,5.22
_02074_,5.22
_02079_,5.22
_02132_,5.22
_02136_,5.22
_02207_,5.22
_02271_,5.22
_02339_,5.22
_02362_,5.22
_02435_,5.22
_02440_,5.22
_02461_,5.22
_02484_,5.22
_02488_,5.22
_02600_,5.22
_02612_,5.22
_03745_,5.22
_03768_,5.22
_03834_,5.22
_04801_,5.22
_04814_,5.22
_04822_,5.22
_04836_,5.22
_04837_,5.22
_04908_,5.22
_04986_,5.22
_05018_,5.22
_05058_,5.22
_05076_,5.22
_05119_,5.22
_00973_,5.185
_00154_,5.16
_02089_,5.14
_03282_,5.14
_03450_,5.14
_04362_,5.14
_04642_,5.14
_01031_,5.135
_03648_,5.12
_04429_,5.12
_00118_,5.095
_00920_,5.095
_00072_,5.085
_00968_,5.085
_00982_,5.085
_01077_,5.085
inpmain[13],5.07
inpmain[1],5.07
inpmain[5],5.07
inpmain[9],5.07
_00096_,5.065
_02892_,5.06
_02984_,5.06
_04341_,5.06
_04347_,5.06
_03092_,5.04
_04786_,5.02
_01622_,5
_02886_,5
_02949_,5
_04180_,5
_03134_,4.955
address1[4],4.95
address3[2],4.95
inpmain[15],4.95
inpmain[19],4.95
inpmain[23],4.95
inpmain[31],4.95
_01041_,4.945
_03401_,4.94
_03436_,4.94
_03583_,4.94
_03617_,4.94
_03990_,4.94
_04057_,4.94
_04387_,4.94
_01801_,4.92
_01840_,4.92
_02036_,4.92
_02385_,4.92
_02439_,4.92
_02446_,4.92
_02524_,4.92
_02553_,4.92
_02584_,4.92
_02948_,4.92
_03107_,4.92
_03112_,4.92
_03190_,4.92
_03199_,4.92
_03263_,4.92
_03335_,4.92
_03387_,4.92
_03463_,4.92
_03699_,4.92
_04074_,4.92
_04196_,4.92
_04276_,4.92
_04528_,4.92
_04971_,4.92
_02422_,4.9
_02493_,4.9
_02576_,4.9
_04800_,4.9
_01710_,4.88
_01803_,4.88
_01905_,4.88
_01939_,4.88
_02001_,4.88
_02088_,4.88
_02121_,4.88
_02139_,4.88
_02215_,4.88
_02219_,4.88
_02234_,4.88
_02266_,4.88
_02286_,4.88
_02290_,4.88
_02345_,4.88
_02366_,4.88
_02393_,4.88
_02445_,4.88
_02453_,4.88
_02464_,4.88
_02474_,4.88
_02518_,4.88
_02542_,4.88
_02571_,4.88
_02651_,4.88
_02689_,4.88
_02889_,4.88
_03125_,4.88
_03363_,4.88
_03527_,4.88
_03561_,4.88
_03720_,4.88
_04113_,4.88
_04296_,4.88
_04363_,4.88
_04601_,4.88
_04718_,4.88
_04745_,4.88
_04810_,4.88
_04819_,4.88
_04855_,4.88
_04913_,4.88
_05005_,4.88
_05010_,4.88
_05050_,4.88
_05089_,4.88
_05104_,4.88
_00000_,4.845
_00070_,4.845
_00109_,4.845
_00199_,4.845
_00421_,4.845
_00640_,4.845
_00660_,4.845
_00795_,4.845
_00805_,4.845
_00925_,4.845
_01030_,4.845
_01032_,4.845
_01929_,4.82
_01958_,4.82
_02034_,4.82
_02091_,4.82
_02305_,4.82
_02384_,4.82
_02602_,4.82
_02673_,4.82
_03250_,4.82
_04489_,4.82
_04735_,4.82
_04795_,4.82
_04842_,4.82
_05013_,4.82
_05118_,4.82
_00606_,4.805
_00677_,4.805
_00760_,4.805
_01039_,4.805
_01554_,4.8
_01861_,4.8
_01987_,4.8
_02013_,4.8
_02031_,4.8
_02130_,4.8
_02194_,4.8
_02197_,4.8
_02260_,4.8
_02564_,4.8
_02653_,4.8
_02690_,4.8
_03013_,4.8
_03737_,4.8
_04035_,4.8
_04101_,4.8
_04188_,4.8
_04628_,4.8
_04824_,4.8
_04915_,4.8
_05023_,4.8
_05068_,4.8
_05069_,4.8
_00203_,4.795
_04600_,4.795
_04617_,4.78
_01763_,4.76
_01926_,4.76
_01966_,4.76
_02157_,4.76
_02159_,4.76
_02172_,4.76
_02238_,4.76
_02275_,4.76
_02289_,4.76
_02291_,4.76
_02293_,4.76
_02307_,4.76
_02354_,4.76
_02388_,4.76
_02432_,4.76
_02436_,4.76
_02444_,4.76
_02457_,4.76
_02481_,4.76
_02487_,4.76
_02535_,4.76
_02540_,4.76
_02589_,4.76
_02615_,4.76
_02620_,4.76
_04092_,4.76
_04845_,4.76
_04873_,4.76
_04903_,4.76
_04905_,4.76
_04922_,4.76
_04949_,4.76
_05011_,4.76
_05079_,4.76
_05090_,4.76
_00503_,4.725
_00306_,4.7
_00369_,4.7
_00477_,4.7
_00617_,4.7
_04047_,4.68
_04093_,4.68
_04844_,4.68
_02008_,4.66
_02211_,4.66
_03397_,4.66
_01037_,4.635
_00001_,4.625
_00049_,4.625
_00146_,4.625
_00183_,4.625
_00231_,4.625
_00260_,4.625
_00410_,4.625
_00436_,4.625
_00646_,4.625
_00651_,4.625
_00664_,4.625
_00870_,4.625
_01049_,4.625
_01075_,4.625
address1[2],4.61
address2[3],4.61
address3[0],4.61
address3[4],4.61
inpmain[17],4.61
inpmain[21],4.61
inpmain[25],4.61
inpmain[29],4.61
_03294_,4.6
_04172_,4.6
_00158_,4.585
_03513_,4.58
_00951_,4.575
_01412_,4.56
_02940_,4.56
_03290_,4.56
_03928_,4.56
_04261_,4.56
_00252_,4.555
_00835_,4.505
_00793_,4.485
_01392_,4.48
_01635_,4.48
_02750_,4.48
_03225_,4.48
_03292_,4.48
_03685_,4.48
_04151_,4.48
_04218_,4.48
_04438_,4.48
_04471_,4.48
_01928_,4.46
_02033_,4.46
_02181_,4.46
_02184_,4.46
_02272_,4.46
_02356_,4.46
_02507_,4.46
_02538_,4.46
_02555_,4.46
_02624_,4.46
_02870_,4.46
_02999_,4.46
_03217_,4.46
_03379_,4.46
_03457_,4.46
_03575_,4.46
_03658_,4.46
_03794_,4.46
_03957_,4.46
_03979_,4.46
_04038_,4.46
_04193_,4.46
_04491_,4.46
_04586_,4.46
_04607_,4.46
_04641_,4.46
_04896_,4.46
_04953_,4.46
_04991_,4.46
_05038_,4.46
_05055_,4.46
_05095_,4.46
_02135_,4.44
_02283_,4.44
_04003_,4.44
